Sentence #,Word,Tag
,may,O
,be,O
,sold,O
,under,O
,either,O
,the,O
,generic,O
,name,O
,(,O
,for,B-MT
,example,B-MT
,",",O
,ibuprofen,O
,),O
,or,O
,one,O
,of,O
,many,O
,brand,O
,names,O
,(,O
,such,O
,as,O
,Advil,O
,or,O
,Motrin,O
,),O
,.,O
,その,O
,結果,O
,、,O
,同,O
,じ,O
,ジェネリック,O
,医薬品,O
,は,O
,、,O
,一般名,O
,（,O
,イブプロフェン,O
,など,O
,）,O
,または,O
,多,O
,くの,O
,ブランド,O
,名,O
,（,O
,Advil,O
,または,O
,Motrin,O
,など,O
,）,O
,のいずれかで,O
,販売,O
,される,O
,可能性,O
,があります,O
,。,O
Sentence: 25,Generic,O
,and,O
,brand,O
,names,O
,must,O
,be,O
,unique,O
,to,O
,prevent,O
,one,O
,drug,O
,from,O
,being,O
,mistaken,O
,for,O
,another,O
,when,O
,drugs,O
,are,O
,prescribed,O
,and,O
,prescriptions,B-MT
,are,B-MT
,dispensed,B-MT
,.,O
,薬剤,O
,が,O
,処方,O
,され,O
,、,O
,処方箋,O
,が,O
,処方,O
,されるときに,O
,、,O
,1,O
,つの,O
,薬剤,O
,が,O
,他,O
,の,O
,薬剤,O
,と,O
,誤認,O
,されるのを,O
,防,O
,ぐために,O
,、,O
,一般,O
,および,O
,ブランド,O
,名,O
,は,O
,一意,O
,でなければならない,O
,。,O
Sentence: 26,To,O
,prevent,O
,this,O
,possible,O
,confusion,O
,",",O
,the,O
,FDA,O
,must,O
,agree,O
,to,O
,every,O
,proposed,O
,brand,O
,name,O
,.,O
,この,O
,混乱,O
,を,O
,防,O
,ぐためには,O
,、,O
,FDA,O
,はすべての,O
,提案,O
,された,O
,ブランド,O
,名,O
,に,O
,同意,O
,する,O
,必要,O
,がある,O
,。,O
Sentence: 27,Government,O
,officials,O
,",",O
,doctors,O
,",",O
,researchers,O
,",",O
,and,O
,others,O
,who,O
,write,B-MT
,about,B-MT
,the,O
,new,O
,compound,O
,use,O
,the,O
,drug,O
,’,O
,s,O
,generic,O
,name,O
,because,O
,it,O
,refers,O
,to,O
,the,O
,drug,O
,itself,O
,",",O
,not,O
,to,O
,a,O
,particular,O
,company,O
,’,O
,s,O
,brand,O
,of,O
,the,O
,drug,O
,or,O
,a,O
,specific,O
,product,O
,.,O
,新,O
,しい,O
,化合物,O
,を,O
,書,O
,く,O
,政府職員,O
,や,O
,医師,O
,、,O
,研究者,O
,、,O
,研究者,O
,などは,O
,、,O
,製薬会社,O
,の,O
,ジェネリック,O
,薬,O
,である,O
,ジェネリック,O
,薬,O
,の,O
,名称,O
,は,O
,、,O
,特定,O
,の,O
,製薬会社,O
,の,O
,ブランド,O
,や,O
,特定,O
,の,O
,製品,O
,ではなく,O
,、,O
,医薬品自体,O
,を,O
,指,O
,すため,O
,、,O
,一般的,O
,な,O
,名称,O
,を,O
,使用,O
,している,O
,。,O
Sentence: 28,However,O
,",",O
,doctors,O
,often,O
,use,O
,the,O
,brand,O
,name,O
,on,O
,prescriptions,O
,",",O
,because,O
,it,O
,is,O
,easier,O
,to,O
,remember,O
,and,O
,doctors,O
,usually,O
,learn,O
,about,O
,new,O
,drugs,O
,by,O
,the,O
,brand,O
,name,O
,.,O
,しかし,O
,、,O
,医師,O
,は,O
,処方,O
,に,O
,覚,O
,えやすく,O
,、,O
,医師,O
,が,O
,新,O
,しい,O
,薬,O
,を,O
,覚,O
,えることが,O
,多,O
,いので,O
,、,O
,処方,O
,には,O
,ブランド,O
,名,O
,を,O
,使,O
,うことが,O
,多,O
,いです,O
,。,O
Sentence: 29,Generic,O
,names,O
,are,O
,usually,O
,more,O
,complicated,O
,and,O
,harder,O
,to,O
,remember,O
,than,O
,brand,O
,names,O
,.,O
,一般的,O
,な,O
,名前,O
,は,O
,、,O
,一般的,O
,に,O
,ブランド,O
,名,O
,よりも,O
,複雑,O
,で,O
,、,O
,覚,O
,えるのが,O
,難,O
,しいです,O
,。,O
Sentence: 30,Many,O
,generic,O
,names,O
,are,O
,a,O
,shorthand,O
,version,O
,of,O
,the,O
,drug,O
,’,O
,s,O
,chemical,O
,name,O
,",",O
,structure,O
,",",O
,or,O
,formula,O
,.,O
,多,O
,くの,O
,一般的,O
,な,O
,名称,O
,は,O
,、,O
,薬,O
,の,O
,化学名,O
,、,O
,構造,O
,または,O
,式,O
,の,O
,略称,O
,である,O
,。,O
Sentence: 31,In,O
,contrast,O
,",",O
,brand,O
,names,O
,are,O
,usually,O
,catchy,O
,",",O
,often,O
,related,O
,to,O
,the,O
,drug,O
,’,O
,s,O
,intended,O
,use,O
,",",O
,and,O
,relatively,O
,easy,O
,to,O
,remember,O
,",",O
,so,O
,that,O
,doctors,O
,will,B-MT
,prescribe,O
,the,O
,drug,O
,and,O
,consumers,O
,will,O
,look,O
,for,O
,it,O
,by,O
,name,O
,.,O
,対照的,O
,に,O
,、,O
,ブランド,O
,名,O
,は,O
,、,O
,通常,O
,は,O
,キャッチー,O
,であり,O
,、,O
,しばしば,O
,薬,O
,の,O
,意図,O
,された,O
,使用,O
,に,O
,関連,O
,し,O
,、,O
,比較的覚,O
,えやすいので,O
,、,O
,医師,O
,は,O
,薬,O
,を,O
,処方,O
,し,O
,、,O
,消費者,O
,はそれを,O
,名前,O
,で,O
,探,O
,すであろう,O
,。,O
Sentence: 32,Brand,O
,names,O
,often,O
,suggest,O
,a,O
,characteristic,O
,of,O
,the,O
,drug,O
,.,O
,ブランド,O
,名,O
,はしばしばその,O
,薬,O
,の,O
,特性,O
,を,O
,示唆,O
,している,O
,。,O
Sentence: 33,For,O
,example,O
,",",O
,Lopressor,O
,lowers,O
,blood,O
,pressure,O
,",",O
,Glucotrol,O
,controls,O
,high,O
,blood,O
,sugar,O
,(,O
,glucose,O
,),O
,levels,O
,",",O
,and,O
,Skelaxin,O
,relaxes,O
,skeletal,O
,muscles,O
,.,O
,例,O
,えば,O
,、,O
,Lopressor,O
,は,O
,血圧,O
,を,O
,低下,O
,させ,O
,、,O
,Glucotrol,O
,は,O
,高血糖,O
,（,O
,グルコース,O
,）,O
,レベル,O
,を,O
,制御,O
,し,O
,、,O
,Skelaxin,O
,は,O
,骨格筋,O
,を,O
,弛緩,O
,させる,O
,。,O
Sentence: 34,Sometimes,O
,",",O
,the,O
,brand,O
,name,O
,is,O
,simply,O
,a,O
,shortened,O
,version,O
,of,O
,the,O
,drug,O
,’,O
,s,O
,generic,B-MT
,name,B-MT
,.,B-MT
,時,O
,には,O
,、,O
,ブランド,O
,名,O
,は,O
,単,O
,に,O
,薬,O
,の,O
,総称名,O
,の,O
,短縮版,O
,です,O
,。,O
Sentence: 35,The,O
,term,O
,generic,B-MT
,",",O
,when,O
,applied,O
,to,O
,such,O
,items,O
,as,O
,foods,O
,and,O
,household,O
,products,O
,",",O
,is,O
,used,O
,to,O
,describe,O
,a,O
,less,O
,expensive,O
,",",O
,sometimes,O
,less,O
,effective,O
,or,O
,lower-quality,O
,copycat,O
,version,O
,of,O
,a,O
,brand-name,O
,product,O
,.,O
,一般的,O
,な,O
,用語,O
,は,O
,、,O
,食品,O
,や,O
,家庭用品,O
,などの,O
,商品,O
,に,O
,適用,O
,された,O
,場合,O
,、,O
,低価格,O
,、,O
,時,O
,には,O
,効果,O
,の,O
,低,O
,い,O
,、,O
,または,O
,低品質,O
,の,O
,ブランド,O
,名製品,O
,の,O
,コピーモデル,O
,を,O
,表,O
,すために,O
,使用,O
,されます,O
,。,O
Sentence: 36,However,O
,",",O
,most,O
,generic,O
,drugs,O
,",",O
,although,O
,less,O
,expensive,O
,than,O
,the,O
,comparable,O
,brand-name,O
,drug,O
,",",O
,are,O
,as,O
,effective,B-MT
,and,O
,of,O
,the,O
,same,O
,quality,O
,as,O
,the,O
,brand-name,O
,drug,O
,(,O
,see,O
,Bioequivalence,O
,and,O
,Interchangeability,O
,of,O
,Generic,O
,Drugs,O
,),O
,.,O
,しかし,O
,、,O
,ほとんどの,O
,ジェネリック,O
,薬,O
,は,O
,、,O
,同等,O
,の,O
,ブランド,O
,薬,O
,よりも,O
,安価,O
,であるが,O
,、,O
,ブランド,O
,名,O
,と,O
,同等,O
,の,O
,品質,O
,であり,O
,、,O
,ブランド,O
,名,O
,と,O
,同等,O
,の,O
,品質,O
,を,O
,有,O
,する,O
,(,O
,ジェネリック,O
,薬,O
,の,O
,生物学的同等性,O
,と,O
,互換性,O
,を,O
,参照,O
,),O
,。,O
Sentence: 37,In,O
,fact,O
,",",O
,generic,O
,drug,O
,makers,O
,manufacture,O
,many,O
,brand-name,O
,products,O
,for,O
,companies,O
,that,O
,control,O
,the,O
,brand,O
,names,O
,.,O
,実際,O
,、,O
,ジェネリック,O
,医薬品製造業者,O
,は,O
,ブランド,O
,名,O
,を,O
,管理,O
,する,O
,企業,O
,に,O
,多,O
,くの,O
,ブランド,O
,製品,O
,を,O
,製造,O
,している,O
,。,O
Sentence: 38,Sometimes,O
,",",O
,more,O
,than,O
,one,O
,generic,O
,version,O
,of,O
,a,O
,drug,O
,is,O
,available,O
,.,O
,場合,O
,によっては,O
,、,O
,複数,O
,の,O
,ジェネリック,O
,薬,O
,を,O
,使用,O
,することもできます,O
,。,O
Sentence: 39,For,O
,example,O
,",",O
,many,O
,manufacturers,O
,sell,O
,versions,O
,of,O
,acetaminophen,O
,.,O
,例,O
,えば,O
,、,O
,多,O
,くの,O
,メーカー,O
,は,O
,アセトアミノフェン,O
,の,O
,バージョン,O
,を,O
,販売,O
,しています,O
,。,O
Sentence: 40,In,O
,the,O
,United,O
,States,O
,",",O
,a,O
,company,O
,that,O
,develops,O
,a,O
,new,O
,drug,O
,can,O
,be,B-MT
,granted,B-MT
,a,B-MT
,patent,B-MT
,for,O
,the,O
,drug,O
,itself,O
,",",O
,for,O
,the,O
,way,O
,the,O
,drug,O
,is,O
,made,O
,",",O
,for,O
,the,O
,way,O
,the,O
,drug,O
,is,O
,to,O
,be,O
,used,O
,",",O
,and,O
,even,B-MT
,for,O
,the,O
,method,O
,of,O
,delivering,O
,and,O
,releasing,O
,the,O
,drug,O
,into,O
,the,O
,bloodstream,O
,.,O
,米国,O
,では,O
,、,O
,新薬,O
,を,O
,開発,O
,する,O
,会社,O
,は,O
,、,O
,薬物,O
,の,O
,製造方法,O
,、,O
,薬物,O
,の,O
,使用方法,O
,、,O
,血液,O
,への,O
,薬物,O
,の,O
,送出,O
,・,O
,放出方法,O
,などの,O
,特許,O
,を,O
,付与,O
,することができる,O
,。,O
Sentence: 41,A,O
,Helicobacter,O
,pylori,O
,infection,O
,is,O
,a,O
,risk,O
,factor,O
,for,O
,stomach,O
,cancer,O
,.,O
,ヘリコバクターピロリ,O
,感染,O
,は,O
,胃癌,O
,の,O
,危険因子,O
,です,O
,。,O
Sentence: 42,Vague,O
,abdominal,O
,discomfort,O
,",",O
,weight,O
,loss,O
,",",O
,and,O
,weakness,O
,are,O
,some,O
,typical,O
,symptoms,O
,.,O
,漠然,O
,とした,O
,腹部,O
,の,O
,不快感,O
,、,O
,体重減少,O
,、,O
,および,O
,衰弱,O
,が,O
,典型的,O
,な,O
,症状,O
,です,O
,。,O
Sentence: 43,Diagnosis,O
,includes,O
,endoscopy,O
,and,O
,biopsy,O
,.,O
,診断,O
,には,O
,、,O
,内視鏡検査,O
,と,O
,生検,O
,が,O
,含,O
,まれます,O
,。,O
Sentence: 44,The,O
,survival,O
,rate,O
,is,O
,low,O
,because,O
,the,O
,cancer,O
,tends,O
,to,O
,spread,O
,early,O
,to,O
,other,O
,sites,O
,.,O
,癌,O
,は,O
,早期,O
,に,O
,他,O
,の,O
,部位,O
,に,O
,広,O
,がる,O
,傾向,O
,があるため,O
,、,O
,生存率,O
,は,O
,低,O
,い,O
,。,O
Sentence: 45,Surgery,O
,is,O
,performed,O
,to,O
,eliminate,O
,the,O
,cancer,O
,or,O
,relieve,O
,symptoms,O
,.,O
,がんを,O
,取,O
,り,O
,除,O
,くか,O
,、,O
,症状,O
,を,O
,和,O
,らげるために,O
,手術,O
,が,O
,行,O
,われます,O
,。,O
Sentence: 46,About,O
,95%,O
,of,O
,stomach,O
,cancers,O
,are,O
,adenocarcinomas,O
,.,O
,胃,O
,がんの,O
,約,O
,95%,O
,は,O
,腺,O
,がんである,O
,。,O
Sentence: 47,Adenocarcinomas,O
,of,O
,the,O
,stomach,O
,originate,O
,from,O
,the,O
,glandular,O
,cells,O
,of,O
,the,O
,stomach,O
,lining,O
,.,O
,胃腺,O
,がんは,O
,胃粘膜,O
,の,O
,腺細胞,O
,に,O
,由来,O
,します,O
,。,O
Sentence: 48,In,O
,the,O
,United,O
,States,O
,",",O
,adenocarcinoma,O
,of,O
,the,O
,stomach,O
,occurs,O
,in,O
,about,O
,"26,370",O
,people,O
,each,O
,year,O
,and,O
,causes,O
,almost,O
,"10,730",O
,deaths,O
,per,O
,year,O
,.,O
,米国,O
,では,O
,、,O
,胃,O
,の,O
,腺,O
,がんは,O
,毎年約,O
,"26,370",O
,人,O
,に,O
,発生,O
,し,O
,、,O
,毎年約,O
,"10,730",O
,人,O
,の,O
,死者,O
,が,O
,出,O
,ています,O
,。,O
Sentence: 49,In,O
,the,O
,United,O
,States,O
,",",O
,it,O
,is,O
,more,O
,common,B-MT
,among,O
,certain,O
,populations,O
,:,O
,people,O
,aged,O
,50,O
,and,O
,older,O
,",",O
,blacks,O
,",",O
,Hispanics,O
,",",O
,and,O
,American,O
,Indians,O
,.,O
,米国,O
,では,O
,、,O
,50,O
,歳以上,O
,の,O
,人,O
,々,O
,、,O
,黒人,O
,、,O
,ヒスパニック,O
,系,O
,、,O
,アメリカインディアン,O
,系,O
,の,O
,人,O
,々,O
,の,O
,中,O
,で,O
,、,O
,より,O
,一般的,O
,なものである,O
,。,O
Sentence: 50,For,B-MT
,unknown,B-MT
,reasons,B-MT
,",",O
,adenocarcinoma,O
,of,O
,the,O
,stomach,O
,is,B-MT
,becoming,B-MT
,less,B-MT
,common,B-MT
,in,O
,the,O
,United,O
,States,O
,.,O
,原因不明,O
,のため,O
,、,O
,胃,O
,の,O
,腺,O
,がんは,O
,米国,O
,ではあまり,O
,一般的,O
,ではない,O
,。,O
Sentence: 51,Worldwide,O
,",",O
,stomach,O
,cancer,O
,is,O
,the,O
,second,O
,most,O
,common,B-MT
,cancer,O
,.,O
,世界中,O
,で,O
,、,O
,胃癌,O
,は,O
,2,O
,番目,O
,に,O
,一般的,O
,な,O
,癌,O
,です,O
,。,O
Sentence: 52,Helicobacter,O
,pylori,O
,infection,O
,is,O
,a,O
,risk,O
,factor,O
,for,O
,some,B-MT
,stomach,O
,cancers,O
,.,O
,ヘリコバクターピロリ,O
,感染,O
,は,O
,、,O
