Sentence #,Word,Tag
,.,O
,
Sentence: 48,In,O
,the,O
,United,O
,States,O
,",",O
,adenocarcinoma,O
,of,O
,the,O
,stomach,O
,occurs,O
,in,O
,about,O
,"26,370",O
,people,O
,each,O
,year,O
,and,O
,causes,B-UG
,almost,B-UG
,"10,730",O
,deaths,O
,per,O
,year,O
,.,O
,
Sentence: 49,In,O
,the,O
,United,O
,States,O
,",",O
,it,O
,is,O
,more,O
,common,O
,among,O
,certain,B-UG
,populations,B-UG
,:,O
,people,O
,aged,O
,50,O
,and,O
,older,O
,",",O
,blacks,O
,",",O
,Hispanics,O
,",",O
,and,O
,American,O
,Indians,O
,.,O
,
Sentence: 50,For,O
,unknown,O
,reasons,O
,",",O
,adenocarcinoma,O
,of,O
,the,O
,stomach,O
,is,B-UG
,becoming,B-UG
,less,O
,common,O
,in,O
,the,O
,United,O
,States,O
,.,O
,
Sentence: 51,Worldwide,O
,",",O
,stomach,O
,cancer,O
,is,O
,the,O
,second,O
,most,O
,common,O
,cancer,O
,.,O
,
Sentence: 52,Helicobacter,O
,pylori,O
,infection,O
,is,O
,a,O
,risk,O
,factor,O
,for,O
,some,O
,stomach,O
,cancers,O
,.,O
,
Sentence: 53,In,O
,these,O
,nations,O
,",",O
,screening,O
,programs,O
,are,O
,an,O
,important,O
,means,O
,of,O
,early,O
,detection,O
,.,O
,
Sentence: 54,Lymphoma,O
,is,O
,cancer,O
,of,O
,the,O
,lymphatic,O
,system,O
,.,O
,
Sentence: 55,Lymphoma,O
,can,O
,develop,O
,within,O
,the,O
,stomach,O
,.,O
,
Sentence: 56,The,O
,bacterium,O
,Helicobacter,O
,pylori,O
,is,O
,believed,O
,to,O
,play,O
,a,O
,role,O
,in,O
,the,O
,development,O
,of,O
,some,O
,lymphomas,O
,of,O
,the,O
,stomach,O
,.,O
,
Sentence: 57,Surgery,O
,is,O
,often,O
,the,O
,initial,O
,treatment,O
,.,O
,
Sentence: 58,Chemotherapy,O
,and,O
,radiation,O
,therapy,O
,are,O
,more,O
,successful,O
,in,O
,treating,O
,lymphoma,O
,than,O
,adenocarcinoma,O
,.,O
,
Sentence: 59,Longer,O
,survival,O
,and,O
,even,O
,cure,O
,are,O
,possible,O
,.,O
,
Sentence: 60,Leiomyosarcoma,O
,(,O
,cancer,O
,of,O
,smooth,O
,muscle,O
,cells,O
,),O
,can,O
,develop,O
,in,O
,the,O
,wall,O
,of,O
,the,O
,stomach,O
,.,O
,
Sentence: 61,Cirrhosis,O
,is,O
,the,O
,widespread,O
,distortion,O
,of,O
,the,O
,liver,O
,',O
,s,O
,internal,O
,structure,O
,that,O
,occurs,O
,when,O
,a,O
,large,O
,amount,O
,of,O
,normal,O
,liver,O
,tissue,O
,is,O
,permanently,O
,replaced,O
,with,O
,nonfunctioning,O
,scar,O
,tissue,O
,.,O
,
Sentence: 62,The,O
,scar,O
,tissue,O
,develops,O
,when,O
,the,O
,liver,O
,is,O
,damaged,O
,repeatedly,O
,or,O
,continuously,O
,.,O
,
Sentence: 63,Chronic,O
,abuse,O
,of,O
,alcohol,O
,",",O
,chronic,O
,viral,O
,hepatitis,O
,",",O
,and,O
,fatty,O
,liver,O
,not,O
,due,O
,to,O
,alcohol,O
,use,O
,are,O
,the,O
,most,O
,common,O
,causes,O
,of,O
,cirrhosis,O
,.,O
,
Sentence: 64,Symptoms,O
,",",O
,when,O
,they,O
,occur,O
,",",O
,include,O
,poor,O
,appetite,O
,",",O
,weight,O
,loss,O
,",",O
,fatigue,O
,",",O
,and,O
,a,O
,general,O
,feeling,B-UG
,of,O
,illness,O
,.,O
,
Sentence: 65,Many,O
,serious,O
,complications,O
,",",O
,such,O
,as,O
,accumulation,O
,of,O
,fluid,O
,within,O
,the,O
,abdomen,O
,(,O
,ascites,O
,),O
,",",O
,bleeding,O
,in,O
,the,O
,digestive,O
,tract,O
,",",O
,and,O
,deterioration,O
,in,O
,brain,O
,function,O
,",",O
,can,O
,occur,O
,.,O
,
Sentence: 66,The,O
,diagnosis,O
,is,O
,based,O
,on,O
,symptoms,O
,and,O
,results,O
,of,O
,a,O
,physical,O
,examination,O
,",",O
,imaging,O
,studies,O
,",",O
,and,O
,sometimes,O
,a,O
,biopsy,O
,.,O
,
Sentence: 67,Doctors,O
,treat,O
,complications,O
,",",O
,but,O
,the,O
,damage,O
,due,O
,to,O
,cirrhosis,O
,is,O
,permanent,O
,.,O
,
Sentence: 68,People,O
,who,O
,have,O
,cirrhosis,O
,are,O
,at,O
,risk,O
,of,O
,liver,O
,cancer,O
,",",O
,so,O
,ultrasonography,O
,and,O
,",",O
,if,B-UG
,needed,I-UG
,",",I-UG
,magnetic,O
,resonance,O
,imaging,O
,(,O
,MRI,O
,),O
,or,B-UG
,computed,I-UG
,tomography,I-UG
,(,I-UG
,CT,I-UG
,),I-UG
,are,O
,done,O
,regularly,O
,to,O
,check,O
,for,O
,cancer,O
,.,O
,
Sentence: 69,Cirrhosis,O
,is,O
,a,O
,common,O
,cause,O
,of,O
,death,O
,worldwide,O
,.,O
,
Sentence: 70,In,O
,the,O
,United,O
,States,O
,",",O
,about,O
,"35,000",O
,people,O
,die,O
,of,O
,complications,O
,of,O
,cirrhosis,O
,each,O
,year,O
,.,O
,
Sentence: 71,Various,O
,disorders,O
,",",O
,drugs,O
,",",O
,or,O
,toxins,O
,can,O
,repeatedly,O
,or,O
,continuously,O
,damage,O
,the,O
,liver,O
,.,O
,
Sentence: 72,When,O
,the,O
,liver,O
,is,O
,damaged,O
,",",O
,it,O
,attempts,O
,to,O
,repair,O
,itself,O
,by,O
,forming,O
,scar,O
,tissue,O
,(,O
,fibrosis,O
,),O
,.,O
,
Sentence: 73,When,O
,fibrosis,O
,is,O
,widespread,O
,and,O
,severe,O
,",",O
,the,O
,scar,O
,tissue,O
,forms,O
,bands,O
,throughout,O
,the,O
,liver,O
,",",O
,destroying,O
,the,O
,liver,O
,’,O
,s,O
,internal,O
,structure,O
,and,O
,impairing,O
,the,O
,liver,O
,’,O
,s,O
,ability,O
,to,O
,regenerate,O
,itself,O
,and,O
,to,O
,function,O
,.,O
,
Sentence: 74,Such,O
,severe,O
,scarring,O
,is,O
,called,O
,cirrhosis,O
,.,O
,
Sentence: 75,For,O
,accumulation,O
,of,O
,fluid,O
,within,O
,the,O
,abdomen,O
,(,O
,when,O
,cirrhosis,O
,is,O
,advanced,O
,),O
,:,O
,Restriction,O
,of,O
,sodium,O
,in,O
,the,O
,diet,O
,because,O
,excess,O
,sodium,O
,can,O
,contribute,O
,to,O
,fluid,O
,accumulation,O
,.,O
,
Sentence: 76,For,B-UG
,bleeding,O
,from,O
,the,O
,digestive,O
,tract,O
,varices,O
,:,O
,Beta,O
,-,O
,blockers,O
,to,O
,lower,O
,blood,O
,pressure,O
,in,O
,the,O
,liver,O
,',O
,s,O
,blood,B-UG
,vessels,B-UG
,and,O
,/,O
,or,O
,application,O
,of,O
,elastic,O
,bands,O
,to,O
,tie,O
,off,O
,the,O
,bleeding,O
,blood,O
,vessels,O
,(,O
,called,O
,endoscopic,O
,banding,O
,",",O
,or,O
,ligation,B-UG
,),O
,
Sentence: 77,To,O
,place,O
,the,O
,bands,O
,",",O
,doctors,O
,use,O
,a,O
,viewing,O
,tube,O
,(,O
,endoscope,O
,),O
,inserted,O
,through,O
,the,O
,mouth,O
,.,O
,
Sentence: 78,If,O
,beta,O
,-,O
,blockers,O
,or,O
,band,O
,ligation,O
,cannot,O
,be,O
,used,O
,or,O
,is,O
,unsuccessful,O
,",",O
,doctors,O
,may,B-UG
,use,O
,one,O
,of,O
,the,O
,following,O
,procedures,O
,:,O
,
Sentence: 79,Endoscopic,O
,cyanoacrylate,O
,injection,O
,:,O
,Doctors,O
,pass,O
,an,O
,endoscope,O
,through,B-UG
,the,I-UG
,mouth,I-UG
,and,O
,into,O
,the,O
,digestive,O
,tract,O
,.,O
,
Sentence: 80,Working,O
,through,O
,the,O
,endoscope,O
,",",O
,they,O
,inject,O
,cyanoacrylate,O
,into,O
,the,O
,bleeding,B-UG
,vein,O
,.,O
,
Sentence: 81,Stones,O
,(,O
,calculi,O
,),O
,are,O
,hard,B-UG
,masses,O
,that,O
,form,O
,in,O
,the,O
,urinary,O
,tract,O
,and,O
,may,O
,cause,O
,pain,O
,",",O
,bleeding,O
,",",O
,or,O
,an,O
,infection,O
,or,O
,block,O
,of,O
,the,O
,flow,O
,of,O
,urine,O
,.,O
,
Sentence: 82,Tiny,O
,stones,O
,may,O
,cause,O
,no,O
,symptoms,O
,",",O
,but,O
,larger,O
,stones,O
,can,O
,cause,O
,excruciating,O
,pain,O
,in,O
,the,O
,area,O
,between,O
,the,O
,ribs,O
,and,O
,hips,O
,in,O
,the,O
,back,O
,.,O
,
Sentence: 83,Usually,O
,",",O
,an,O
,imaging,O
,test,O
,and,O
,an,O
,analysis,O
,of,O
,urine,O
,are,O
,done,O
,to,O
,diagnose,O
,stones,O
,.,O
,
Sentence: 84,Sometimes,O
,stone,O
,formation,O
,can,O
,be,O
,prevented,O
,by,O
,changing,O
,the,O
,diet,O
,or,O
,increasing,O
,fluid,B-UG
,intake,O
,.,O
,
Sentence: 85,Stones,O
,that,O
,do,O
,not,O
,pass,O
,on,O
,their,O
,own,O
,are,O
,removed,O
,with,O
,lithotripsy,O
,or,O
,an,O
,endoscopic,O
,technique,O
,.,O
,
Sentence: 86,Urinary,O
,tract,O
,stones,O
,begin,O
,to,O
,form,O
,in,O
,a,O
,kidney,O
,and,O
,may,O
,enlarge,O
,in,O
,a,O
,ureter,O
,or,O
,the,O
,bladder,O
,.,O
,
Sentence: 87,Depending,O
,on,O
,where,O
,a,O
,stone,O
,is,O
,located,O
,",",O
,it,O
,may,O
,be,O
,called,O
,a,O
,kidney,O
,stone,O
,",",O
,ureteral,O
,stone,O
,",",O
,or,O
,bladder,O
,stone,O
,.,O
,
Sentence: 88,The,O
,process,O
,of,O
,stone,O
,formation,O
,is,O
,called,O
,urolithiasis,O
,",",O
,renal,O
,lithiasis,O
,",",O
,or,O
,nephrolithiasis,O
,.,O
,
Sentence: 89,Every,O
,year,O
,",",O
,about,O
,1,O
,of,O
,"1,000",O
,adults,O
,in,O
,the,O
,United,O
,States,O
,is,O
,hospitalized,O
,because,O
,of,O
,stones,O
,in,O
,the,O
,urinary,O
,tract,O
,.,O
,
Sentence: 90,Stones,O
,are,O
,more,O
,common,O
,among,O
,middle,O
,-,O
,aged,O
,and,O
,older,O
,adults,O
,and,O
,men,O
,.,O
,
Sentence: 91,Stones,O
,vary,O
,in,O
,size,O
,from,O
,too,O
,small,O
,to,O
,be,O
,seen,O
,with,O
,the,O
,naked,O
,eye,O
,to,O
,1,O
,inch,O
,(,O
,2.5,O
,centimeters,O
,),O
,or,O
,more,O
,in,O
,diameter,O
,.,O
,
Sentence: 92,A,O
,large,O
,",",O
,so,O
,-,O
,called,O
,staghorn,O
,(,O
,because,O
,of,O
,its,B-UG
,many,I-UG
,projections,I-UG
,that,O
,resemble,O
,a,O
,deer,O
,',O
,s,O
,antlers,O
,),O
,",",O
,stone,B-UG
,may,O
,fill,O
,almost,O
,the,O
,entire,O
,renal,O
,pelvis,O
,(,O
,the,O
,central,O
,collecting,O
,chamber,O
,of,O
,the,O
,kidney,O
,),O
,and,O
,the,O
,tubes,O
,that,O
,drain,O
,into,O
,it,O
,(,O
,calyces,O
,),O
,.,O
,
Sentence: 93,Stones,O
,may,O
,form,O
,because,O
,the,O
,urine,O
,becomes,O
,too,O
,saturated,O
,with,O
,salts,O
,that,O
,can,O
,form,O
,stones,O
,or,O
,because,O
,the,O
,urine,O
,lacks,O
,the,O
,normal,O
,inhibitors,O
,of,O
,stone,O
,formation,O
,.,O
,
Sentence: 94,Citrate,O
,is,O
,such,O
,an,O
,inhibitor,O
,because,O
,it,O
,normally,O
,binds,O
,with,O
,calcium,O
,that,O
,is,O
,often,O
,involved,O
,in,O
,forming,O
,stones,O
,.,O
,
Sentence: 95,Stones,O
,are,O
,more,O
,common,O
,among,O
,people,O
,with,O
,certain,O
,disorders,O
,(,O
,for,O
,example,O
,",",O
,hyperparathyroidism,O
,",",O
,dehydration,O
,",",O
,and,O
,renal,O
,tubular,O
,acidosis,O
,),O
,and,O
,among,O
,people,O
,whose,O
,diet,O
,is,O
,very,O
,high,O
,in,B-UG
,animal,O
,-,O
,source,O
,protein,O
,or,O
,vitamin,O
,C,O
,or,O
,who,O
,do,O
,not,O
,consume,O
,enough,O
,water,O
,or,O
,calcium,O
,.,O
,
Sentence: 96,People,O
,who,O
,have,O
,a,O
,family,O
,history,O
,of,O
,stone,O
,formation,O
,are,O
,more,O
,likely,O
,to,O
,have,O
,calcium,O
,stones,O
,and,O
,to,O
,have,O
,them,O
,more,O
,often,O
,.,O
,
Sentence: 97,People,O
,who,O
,have,O
,undergone,O
,surgery,O
,for,O
,weight,O
,loss,O
,(,O
,bariatric,O
,surgery,O
,),O
,may,O
,also,O
,be,O
,at,O
,increased,O
,risk,O
,of,O
,stone,O
,formation,O
,.,O
,
Sentence: 98,Rarely,O
,",",O
,drugs,O
,(,O
,including,O
,indinavir,O
,),O
,and,O
,substances,O
,in,O
,the,O
,diet,O
,(,O
,such,O
,as,O
,melamine,O
,),O
,cause,O
,stones,O
,.,O
,
Sentence: 99,Stones,O
,",",O
,especially,O
,tiny,O
,ones,O
,",",O
,may,B-UG
,not,O
,cause,O
,any,B-UG
,symptoms,O
,.,O
,
Sentence: 100,Stones,O
,in,O
,the,O
,bladder,O
,may,O
,cause,O
,pain,O
,in,O
,the,O
,lower,O
,abdomen,O
,.,O
,
Sentence: 101,Atherosclerosis,O
,is,O
,a,O
,condition,O
,in,O
,which,O
,patchy,O
,deposits,O
,of,O
,fatty,O
,material,O
,(,O
,atheromas,O
,or,O
,atherosclerotic,O
,plaques,O
,),O
,develop,O
,in,O
,the,O
,walls,O
,of,O
,medium,O
,-,O
,sized,O
,and,O
,large,O
,arteries,O
,",",O
,leading,O
,to,O
,reduced,O
,or,O
,blocked,O
,blood,O
,flow,O
,.,O
,
Sentence: 102,Atherosclerosis,O
,is,O
,caused,O
,by,O
,repeated,O
,injury,O
,to,O
,the,O
,walls,O
,of,O
,arteries,O
,.,O
,
Sentence: 103,Many,O
,factors,O
,contribute,O
,to,O
,this,O
,injury,O
,",",O
,including,O
,high,O
,blood,O
,pressure,O
,",",O
,tobacco,O
,smoke,O
,",",O
,diabetes,O
,",",O
,and,O
,high,O
,levels,O
,of,O
,cholesterol,O
,in,O
,the,O
,blood,O
,.,O
,
Sentence: 104,Often,O
,",",O
,the,O
,first,O
,symptom,O
,is,O
,pain,O
,or,O
,cramps,O
,at,O
,times,O
,when,O
,blood,O
,flow,O
